ticker,shortName,sector,industry,recommendationMean,overallRisk,beta,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
ADTN,"ADTRAN Holdings, Inc.",Technology,Communication Equipment,2.1,5,1.391063,-0.45,1.05,,7.219048,14.33,10.466,0.72424996,-0.00728,-0.0296,,1.096,0.0398,,2.6,16.811,-0.05242,-0.059699997,0.802,1.692
ADTX,"Aditxt, Inc.",Healthcare,Biotechnology,3.0,,1.416698,-9.59,-12.32,,-0.030032469,,0.014,26.428572,0.0,0.0,,0.039,,0.0,,6087.573,-1.58302,-11.51141,0.107,0.329
ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,1.3,6,0.848285,3.09,4.73,30.572817,19.972515,1.46,41.637,2.2688954,0.09562001,0.05388,0.3,0.097,,0.0,,19.997,0.054,0.085030004,1.407,1.552
ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies,3.0,8,1.618014,-4.7,0.58,,4.568966,48.0,3.381,0.7837918,0.08447,-0.34719002,,0.057,,0.0,,164.953,0.01559,-0.76435,1.721,1.881
ADVM,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,2.2,7,0.847592,-1.24,-0.92,,-2.0108695,,1.569,1.179095,0.0,0.0,,,,0.0,,61.876,-0.26066,-0.66113,3.535,3.634
ADVWW,Advantage Solutions Inc.,,,,,,,,,,,,,,,,,,,,,,,,
ADX,Adams Diversified Equity Fund I,Financial Services,Asset Management,,,0.965708,-3.99,,,,,17.381,1.0062711,0.0,0.0,-0.83,0.049,0.0115,,6.28,,0.0058600004,-0.19823,0.674,0.808
ADXN,Addex Therapeutics Ltd,Healthcare,Biotechnology,,,1.635881,-2.36,,,,,0.384,1.3973958,0.0,0.0,,1.058,,0.0,,6.365,-0.85869,-2.0424201,1.891,2.17
AE,"Adams Resources & Energy, Inc.",Energy,Oil & Gas Refining & Marketing,1.5,,0.866297,-1.33,1.3,,26.600002,,35.963,0.9615438,0.00624,-0.0014200001,,-0.16,0.0277,,3.02,60.407,-0.00669,-0.03586,0.915,1.072
AEAE,AltEnergy Acquisition Corp.,Financial Services,Shell Companies,,,,0.25,,41.68,,,-0.345,,0.0,0.0,-0.781,,,0.0,,,-0.00429,,0.059,0.271
AEAEU,AltEnergy Acquisition Corp.,Financial Services,Shell Companies,,,,1.276,,8.181818,,,-0.345,,0.0,0.0,-0.781,,,,,,-0.00429,,0.059,0.271
AEAEW,ALTENERGY ACQUISITION CORP C/WT,,,,,,,,,,,,,,,,,,,,,,,,
AEE,Ameren Corporation,Utilities,Utilities—Regulated Electric,2.2,6,0.445098,4.17,4.68,19.508392,17.382479,3.15,40.719,1.9978387,0.39270002,0.14146,0.125,0.022,0.031,0.5714,2.6,147.857,0.029140001,0.107609995,0.287,0.623
AEF,27762,Financial Services,Asset Management,,,0.939037,-2.48,,,,,5.776,0.89854574,0.0,0.0,,-0.224,0.0752,,4.91,18.761,0.01107,-0.34319,0.014,0.015
AEFC,Aegon Funding Company LLC 5.10%,,,,,,,,,,,,,,,,,,,,,,,,
AEG,AEGON N.V.,Financial Services,Insurance—Diversified,2.5,1,1.258894,-0.48,0.65,,8.338462,-0.01,5.825,0.93047214,0.0,0.0,,,0.043899998,,5.39,67.837,-0.00239,-0.05074,0.172,1.083
AEHL,Antelope Enterprise Holdings Li,Industrials,Building Products & Equipment,,,0.783512,-0.16,,,,,0.13,5.229231,-0.02883,-0.20226999,,,,0.0,,163.202,-0.036960002,-0.20171,0.195,1.147
AEHR,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,1.5,,2.014547,0.53,1.49,90.66038,32.24832,2.35,2.66,18.06391,0.21281,0.22409001,0.023,0.098,,0.0,,8.333,0.10418,0.22999,3.955,5.459
AEI,Alset Inc.,Real Estate,Real Estate—Development,2.5,10,1.017298,-5.38,,,,,14.961,0.09959227,-1.81989,0.0,,-0.525,,0.0,,1.201,-0.026989998,-0.25258,17.5,18.185
AEIS,"Advanced Energy Industries, Inc",Industrials,Electrical Equipment & Parts,2.4,3,1.564253,5.21,5.99,22.078695,19.203672,2.47,29.888,3.8487017,0.15371999,0.095249996,-0.396,-0.058,0.0034999999,0.084,,41.476,0.07171,0.17503001,2.354,3.801
AEL,American Equity Investment Life,Financial Services,Insurance—Life,3.0,6,0.956356,4.03,6.94,13.151364,7.6368876,0.3,33.509,1.5816647,0.28636998,0.19771999,,3.476,,0.08930001,1.01,33.066,0.00455,0.098950006,0.49,0.69
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,1.7,10,0.804987,5.08,2.23,9.48819,21.61435,-32.06,40.321,1.1954069,0.44529,0.39663,0.044,0.087,0.032899998,0.3206,1.94,10.602,0.03507,0.13276,0.611,2.097
AEMD,"Aethlon Medical, Inc.",Healthcare,Medical Devices,2.5,,1.238656,-0.56,-0.7,,-0.4714286,,0.655,0.50381684,0.0,0.0,,42.782,,0.0,,8.026,-0.40278,-0.75056,9.656,10.026
AENT,Alliance Entertainment Holding ,Communication Services,Entertainment,,,0.051569,0.04,,51.25,,,1.708,1.2002342,-0.01832,-0.030079998,,-0.289,,0.0,,172.079,-0.04018,-0.35391,0.274,0.856
AENTW,Adara Acquisition Corp. Redeema,Communication Services,Entertainment,,,0.051569,,,,,,1.708,0.02505855,-0.01832,-0.030079998,,-0.289,,,,172.079,-0.04018,-0.35391,0.274,0.856
AENZ,Aenza S.A.A.,Industrials,Engineering & Construction,3.0,,0.475287,-1.3,,,,,13.14,0.13164383,0.00391,-0.10802,,-0.012,,0.0,,135.936,-0.00364,-0.24204999,0.769,1.013
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,2.9,3,1.551091,0.57,1.11,27.0,13.864865,1.2,8.2,1.8768294,0.09834,0.0223,-0.412,0.025,0.026300002,0.4912,3.12,82.686,0.04873,0.07452,0.526,1.577
AEON,"AEON Biopharma, Inc.",Healthcare,Biotechnology,,,-0.20824,-2.24,,,,,-2.071,,0.0,0.0,,,,0.0,,,-3.51669,,0.118,0.119
AEP,American Electric Power Company,Utilities,Utilities—Regulated Electric,2.5,6,0.450987,3.85,5.6,20.992208,14.432143,2.95,46.397,1.741923,0.34964,0.102010004,-0.01,-0.058,0.040900003,0.85160005,3.31,185.13,0.02495,0.08191,0.233,0.606
AEPPZ,American Electric Power Company,Utilities,Utilities—Regulated Electric,,6,0.450987,5.22,,9.191571,,,46.397,1.0341185,0.34964,0.102010004,-0.01,-0.058,,,,185.13,0.02495,0.08191,0.233,0.606
AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,1.6,6,1.98753,7.02,9.83,9.116809,6.5106816,1.29,71.458,0.895631,0.49375,0.25546,0.514,0.179,,0.0,,283.019,0.03199,0.11879,1.199,1.785
AES,The AES Corporation,Utilities,Utilities—Diversified,2.1,3,0.940422,-0.77,1.92,,10.218751,1.62,2.471,7.940106,0.26133,-0.02856,,-0.017,0.0334,,2.94,438.945,0.037320003,-0.061290003,0.491,0.945
AESC,The AES Corporation Corporate,Utilities,Utilities—Diversified,,3,0.940422,-0.223,,,,,2.471,31.987051,0.26133,-0.02856,,-0.017,,,,438.945,0.037320003,-0.061290003,0.491,0.945
AESI,Atlas Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services,1.6,,,1.37,3.34,15.218978,6.242515,-31.1,1.342,15.536513,0.5293,0.4314,3.464,0.232,0.038399998,0.1766,,19.979,0.19523,0.40502,3.028,3.217
AEVA,"Aeva Technologies, Inc.",Consumer Cyclical,Auto Parts,2.1,9,1.117572,-0.66,-0.62,,-1.7741935,-0.09,1.372,0.8017493,0.0,0.0,,0.01,,0.0,,2.219,-0.25276,-0.40997002,21.021,21.546
AEY,"ADDvantage Technologies Group, ",Technology,Electronics & Computer Distribution,,,0.464149,-0.07,,,,,0.656,0.91463417,0.01116,-0.010039999,,-0.38,,0.0,,33.667,,,0.581,1.463
AEYE,"AudioEye, Inc.",Technology,Software—Application,2.0,,1.037409,-0.77,-0.38,,-14.289474,,0.807,6.7286243,-0.20191999,-0.28682,,0.125,,0.0,,12.005,-0.17245,-0.71950996,1.034,1.099
AEZS,Aeterna Zentaris Inc.,Healthcare,Biotechnology,,,1.72254,-5.05,-2.73,,-1.0769231,,6.427,0.45744514,-2.67973,0.0,,0.403,,0.0,,0.673,-0.16426,-0.57705003,7.548,7.881
AFAR,Aura FAT Projects Acquisition C,Financial Services,Shell Companies,,,,0.23,,46.499996,,,-0.313,,0.0,0.0,,,,0.0,,,,,0.046,0.279
AFARU,Aura FAT Projects Acquisition C,Financial Services,Shell Companies,,,,,,,,,-0.313,,0.0,0.0,,,,,,,,,0.046,0.279
AFB,AllianceBernstein National Muni,Financial Services,Asset Management,,,0.379286,-0.1,,,,,12.401,0.8313846,0.0,-0.12537,,-0.027,0.0379,,4.46,65.109,0.02089,-0.00836,7.989,7.989
AFBI,"Affinity Bancshares, Inc.",Financial Services,Banks—Regional,,,0.37028,1.06,,13.018868,,,18.341,0.7524127,0.0,0.22458,-0.111,-0.027,,0.0,,,0.00836,0.058909997,,
AFCG,"AFC Gamma, Inc.",Real Estate,REIT—Specialty,2.2,8,1.046711,1.76,2.22,7.414773,5.8783784,,16.491,0.79134077,0.0,0.56276,-0.058,0.006,0.1392,1.2727,,25.916,0.079380006,0.10616,19.984,20.003
AFG,"American Financial Group, Inc.",Financial Services,Insurance—Property & Casualty,2.5,3,0.815379,9.62,11.9,11.782744,9.52521,3.92,47.055,2.408883,0.17676,0.11928,0.194,0.164,0.0226,0.245,1.78,42.7,0.02577,0.21166,0.75,1.816
AFGB,"American Financial Group, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,
AFGC,"American Financial Group, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,
AFGD,"American Financial Group, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,
AFGE,"American Financial Group, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,
AFIB,"Acutus Medical, Inc.",Healthcare,Medical Devices,2.3,,0.819439,-0.53,-1.82,,-0.35384613,,2.093,0.30769232,0.0,-0.94434,,0.133,,0.0,,64.082,-0.42404997,-0.24629,4.563,5.949
AFL,AFLAC Incorporated,Financial Services,Insurance—Life,2.7,5,0.936612,6.93,6.1,11.119769,12.632787,2.18,34.295,2.246975,0.26477,0.24134001,0.249,-0.027,0.0219,0.2198,2.39,60.458,0.02339,0.19569999,0.988,1.274
AFMD,Affimed N.V.,Healthcare,Biotechnology,1.9,5,2.343609,-0.73,-0.71,,-0.81577474,,0.838,0.6911695,-2.57411,-2.56518,,-0.407,,0.0,,13.368,-0.35417998,-0.83561,5.022,5.21
AFRI,Forafric Global PLC,Consumer Defensive,Farm Products,,,0.481537,-0.72,,,,,1.416,7.6977396,0.01282,-0.06601,,-0.115,,0.0,,448.13,-0.0029300002,-0.41401002,0.422,0.603
AFRIW,Forafric Global PLC Warrants,,,,,,,,,,,,,,,,,,,,,,,,
AFRM,"Affirm Holdings, Inc.",Technology,Software—Infrastructure,3.2,9,3.121176,-3.43,-2.91,,-5.429553,0.14,8.522,1.8540249,-0.66405,-0.64115995,,0.074,,0.0,,191.805,-0.1029,-0.37969002,14.959,20.197
AFT,Apollo Senior Floating Rate Fun,Financial Services,Asset Management,1.0,,0.49567,-1.17,,,,,14.192,0.9357384,0.0,-0.69195,0.785,0.561,0.115200005,,7.66,58.708,0.03159,-0.076009996,1.826,1.848
AFTR,AfterNext HealthTech Acquisitio,Financial Services,Shell Companies,,,,0.27,,38.555553,,,-0.378,,0.0,0.0,-0.733,,,0.0,,,,,0.002,0.012
AFYA,Afya Limited,Consumer Defensive,Education & Training Services,2.2,,0.926721,0.92,1.56,16.695652,9.846154,9.82,36.887,0.41640684,0.34403,0.14401,-0.126,0.254,,0.0,,84.536,0.06145,0.117139995,1.034,1.084
AG,First Majestic Silver Corp.,Basic Materials,Silver,2.3,9,0.98424,-0.81,0.41,,14.634147,2.56,4.798,1.2505211,-0.057550002,-0.25459,,-0.08,0.0034,,,18.514,-0.05235,-0.11363,1.957,2.888
AGAC,African Gold Acquisition Corpor,Financial Services,Shell Companies,,,0.028774,-0.03,,,,,-0.432,,0.0,0.0,-0.484,,,0.0,,,,,3.213,5.896
AGAE,Allied Gaming & Entertainment I,Communication Services,Entertainment,3.0,,1.323035,-0.23,,,,,2.261,0.4268023,-1.7083,-1.7465401,,-0.505,,0.0,,8.838,-0.06662,-0.099700004,16.397,16.546
AGBA,AGBA Group Holding Limited,Financial Services,Capital Markets,,,0.200749,-0.92,,,,,0.046,20.697826,-1.00603,-1.40093,,4.333,,0.0,,219.278,-0.24947001,-2.4498,0.081,0.572
AGBAW,AGBA Acquisition Limited,,,,,,,,,,,,,,,,,,,,,,,,
AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,2.1,1,1.37409,12.95,15.03,9.951351,8.574184,1.42,55.258,2.332151,0.13796,0.07843,0.797,0.298,0.009,0.0681,0.79,57.794,0.098929994,0.29563,0.504,1.568
AGD,Aberdeen Global Dynamic Dividen,,,,,,,,,,,,,,,,,,,,,,,,
AGE,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,,,1.715343,-0.29,,,,,-0.524,,0.0,0.0,,1.0,,0.0,,,-0.58052,,0.013,0.078
AGEN,Agenus Inc.,Healthcare,Biotechnology,1.5,6,1.416349,-0.78,-0.71,,-1.7605635,,-0.171,,-2.0123599,-2.52675,,-0.117,,0.0,,,-0.29121,,0.999,1.077
AGFY,Agrify Corporation,Industrials,Engineering & Construction,2.0,10,1.962745,-1259.42,-3.26,,-0.9171779,,260.32,0.0114858635,-0.81952006,-2.08402,,-0.554,,0.0,,95.429,-0.31069002,-1.90297,0.185,1.527
AGI,Alamos Gold Inc.,Basic Materials,Gold,2.2,5,1.010028,0.23,0.56,50.73913,20.839285,-1.62,7.202,1.6203833,0.46242002,0.16983,10.628,0.365,0.0086,0.2439,0.84,0.014,0.04291,0.05861,1.153,2.523
AGIL,"AgileThought, Inc.",Technology,Information Technology Services,2.0,,-0.226323,-1.06,-0.08,,-9.2525,,0.925,0.8002162,-0.00988,-0.29743,,-0.054,,0.0,,204.757,-0.02671,-0.77936995,0.315,0.376
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.1,5,0.952892,-3.78,-5.11,,-5.0880623,-0.11,17.3,1.5028902,0.0,0.0,,0.202,,0.0,,8.187,-0.20030001,-0.20116,12.782,13.733
AGL,"agilon health, inc.",Healthcare,Medical Care Facilities,1.7,8,0.984409,-0.23,0.08,,250.50002,0.19,2.171,9.23077,-0.02859,-0.02394,,0.715,,0.0,,5.795,-0.03636,-0.08861,1.466,1.501
AGLE,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,2.3,,2.574644,-0.82,-0.11,,-4.190909,,0.515,0.89514565,0.0,0.0,,-0.855,,0.0,,13.167,-0.72947,-1.63261,3.071,3.512
AGM,Federal Agricultural Mortgage C,Financial Services,Credit Services,1.5,7,1.064426,13.47,15.21,12.895323,11.420118,1.1,74.666,2.32636,0.0,0.57423,-0.1,-0.031,0.026500002,0.2935,3.46,2041.086,0.0064700004,0.13981,1.3,1.323
AGMH,AGM Group Holdings Inc.,Technology,Computer Hardware,,,1.315206,0.81,,2.074074,,,1.459,1.1514736,0.17056999,0.12398,,,,0.0,,25.428,0.22141,0.96818,0.636,1.339
AGNC,AGNC Investment Corp.,Real Estate,REIT—Mortgage,2.4,2,1.223761,-1.43,2.13,,4.70892,-2.14,10.35,0.96908206,0.0,0.27778,,,0.1444,,12.04,536.088,0.00049,0.00377,0.173,0.19
AGNCL,AGNC Investment Corp. - Deposit,Real Estate,REIT—Mortgage,,2,1.223761,,,,,,10.35,2.2183573,0.0,0.27778,,,0.0848,,,536.088,0.00049,0.00377,0.173,0.19
AGNCM,AGNC Investment Corp. - Deposit,Real Estate,REIT—Mortgage,,2,1.223761,-1.86,,,,,10.35,2.2164252,0.0,0.27778,,,0.075100005,,,536.088,0.00049,0.00377,0.173,0.19
AGNCN,AGNC Investment Corp. - Deposit,Real Estate,REIT—Mortgage,,2,1.223761,-1.86,,,,,10.35,2.4579709,0.0,0.27778,,,0.1022,,7.18,536.088,0.00049,0.00377,0.173,0.19
AGNCO,AGNC Investment Corp. - Deposit,Real Estate,REIT—Mortgage,,2,1.223761,-1.86,,,,,10.35,2.2473428,0.0,0.27778,,,0.0698,,,536.088,0.00049,0.00377,0.173,0.19
AGNCP,AGNC Investment Corp. - Deposit,Real Estate,REIT—Mortgage,,2,1.223761,-1.86,,,,,10.35,2.0222223,0.0,0.27778,,,0.0733,,,536.088,0.00049,0.00377,0.173,0.19
AGO,Assured Guaranty Ltd.,Financial Services,Insurance—Specialty,1.8,2,1.104953,2.28,5.4,27.4693,11.598148,4.61,88.12,0.7107353,0.39883,0.20233,0.367,-0.415,0.0179,0.4518,1.9,34.737,0.00953,0.02782,0.875,0.952
AGR,"Avangrid, Inc.",Utilities,Utilities—Regulated Electric,3.2,3,0.438171,1.75,2.32,19.994287,15.081898,-11.93,50.374,0.6946044,0.22102,0.07231,-0.538,-0.115,0.050300002,1.1733,3.75,51.46,0.00994,0.02444,0.304,0.591
AGRI,AgriFORCE  Growing Systems Ltd.,Consumer Defensive,Farm Products,2.0,,,-0.53,0.25,,0.58,,0.322,0.45031056,0.0,0.0,,,,0.0,,91.553,-0.31839,-1.19138,0.152,0.212
AGRIW,AgriFORCE  Growing Systems Ltd. Warrant,Consumer Defensive,Farm Products,,,,-0.76,,,,,0.322,0.06708075,0.0,0.0,,,,,,91.553,-0.31839,-1.19138,0.152,0.212
AGRO,Adecoagro S.A.,Consumer Defensive,Farm Products,2.7,9,1.011084,0.6,1.11,17.65,9.540541,-21.52,10.836,0.97729784,0.28988,0.04789,-0.651,0.193,0.03,0.5236,,110.289,0.04192,0.05598,0.451,1.792
AGRX,"Agile Therapeutics, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,3.0,8,1.125389,99.14,-11.0,0.026124671,-0.23545454,,-10.121,,-2.43738,-1.5783099,,1.165,,0.0,,,-0.94685996,,0.408,0.589
AGS,"PlayAGS, Inc.",Consumer Cyclical,Gambling,1.7,9,2.361967,0.11,0.2,71.454544,39.3,2.77,1.621,4.848859,0.39926997,0.01061,-0.5,0.173,,0.0,,922.582,0.047020003,0.07208,2.196,3.12
AGTI,"Agiliti, Inc.",Healthcare,Health Information Services,2.1,6,1.032559,0.1,0.85,170.3,20.035294,0.19,7.049,2.4159458,0.23193,0.011829999,-0.857,0.019,,0.0,,125.716,0.021370001,0.01449,1.224,1.692
AGX,"Argan, Inc.",Industrials,Engineering & Construction,2.0,5,0.5885,1.99,3.73,19.954773,10.646112,1.45,20.72,1.9165058,0.086210005,0.06047,-0.686,0.034,0.0252,0.5025,2.45,1.667,0.04664,0.10114,2.073,2.209
AGYS,"Agilysys, Inc.",Technology,Software—Application,1.5,4,0.875303,0.44,1.28,166.84091,57.351566,1687.6,4.465,16.44121,0.073850006,0.06336,-0.6,0.18,,0.0,,19.729,0.03232,0.092530005,1.826,2.022
AHCO,AdaptHealth Corp.,Healthcare,Medical Devices,1.9,8,0.867972,0.19,0.89,77.26316,16.494383,0.69,16.101,0.91174465,0.1873,0.01438,,0.054,,0.0,,108.144,0.02332,0.02219,0.877,1.233
AHG,Akso Health Group,Healthcare,Medical Distribution,,,0.927952,-0.57,,,,,0.382,0.8615184,-1.08094,-0.10317001,,,,0.0,,109.578,-0.21417,-1.23872,1.344,1.761
AHH,"Armada Hoffler Properties, Inc.",Real Estate,REIT—Diversified,1.7,3,0.957741,0.86,0.36,13.918605,33.25,7.25,12.976,0.9224723,0.24511999,0.089700006,-0.581,0.651,0.064899996,1.0514,5.47,157.596,0.018860001,0.087340005,6.997,9.558
AHI,Advanced Health Intelligence Lt,Technology,Software—Application,2.0,,1.28009,-2.48,,,,,0.896,4.6205354,0.0,0.0,,0.747,,0.0,,33.355,-0.59922004,-0.98272,0.56,0.896
AHL,144614,,,,,,,,,,,,,,,,,,,,,,,,
AHT,Ashford Hospitality Trust Inc,Real Estate,REIT—Hotel & Motel,2.7,6,2.247315,-4.57,-4.69,,-0.6759062,-0.1,-7.082,,0.23534,-0.12217,,0.079,,0.0,,,0.01966,,2.122,3.691
AI,"C3.ai, Inc.",Technology,Software—Application,3.1,10,1.402581,-2.35,0.11,,327.18182,-2.36,8.159,4.41108,-1.07013,-1.00766,,0.001,,0.0,,4.266,-0.15969,-0.28017,6.399,6.534
AIB,AIB Acquisition Corporation,Financial Services,Shell Companies,,,,0.55,,19.90909,,,-0.969,,0.0,0.0,,,,0.0,,,,,0.126,2.717
AIC,Arlington Asset Investment Corp,,,,,,,,,,,,,,,,,,,,,,,,
AIF,Apollo Tactical Income Fund Inc,Financial Services,Asset Management,,,0.630065,-1.51,1.06,,12.169811,,13.85,0.93140787,0.0,-0.84526,0.675,0.512,0.113900006,,8.19,60.286,0.03479,-0.09957,4.637,4.698
AIG,"American International Group, I",Financial Services,Insurance—Diversified,2.2,1,1.143401,8.0,7.79,7.6875,7.894737,0.58,58.491,1.0514438,0.24145001,0.094510004,-0.408,-0.059,0.023699999,0.20120001,2.79,51.935,0.00873,0.11231,0.189,0.83
AIH,Aesthetic Medical International,Healthcare,Medical Care Facilities,2.0,,-0.051158,-0.36,0.41,,2.2929268,,1.415,0.6643817,0.00282,-0.1102,,-0.074,,0.0,,782.335,-0.02099,,0.325,0.381
AIHS,Senmiao Technology Limited,Financial Services,Credit Services,,,0.500865,-0.42,,,,,0.568,0.9014085,-0.60144,-0.38525,,-0.001,,0.0,,11.765,-0.225,-0.34639,0.867,0.936
AIM,AIM ImmunoTech Inc.,Healthcare,Biotechnology,2.0,,-0.137859,-0.38,-0.45,,-1.2888889,-0.06,0.709,0.8180536,0.0,0.0,,0.485,,0.0,,2.326,-0.28742,-0.43688,17.753,18.051
AIMBU,Aimfinity Investment Corp. I - ,,,,,,,,,,,,,,,,,,,,,,,,
AIMD,"Ainos, Inc.",Healthcare,Medical Devices,,,1.032906,-0.92,,,,,1.616,0.47648513,-2.7392402,0.0,,-0.436,,0.0,,11.02,-0.23252001,-0.71385,1.477,1.946
AIMDW,AINOS INC C/WTS 29/07/2027 (TO ,,,,,,,,,,,,,,,,,,,,,,,,
AIN,Albany International Corporatio,Consumer Cyclical,Textile Manufacturing,2.5,2,1.315552,3.03,4.24,30.244225,21.613209,3.85,29.201,3.1382487,0.22979,0.07681,-0.32,0.049,0.0105,0.36360002,1.02,53.182,0.06727,0.09551,3.801,4.99
AINC,Ashford Inc. (Holding Company),Financial Services,Asset Management,2.0,,1.892622,-10.47,5.82,,1.56445,,-88.977,,0.18919,0.00034000003,,0.123,,0.0,,74.822,0.0275,-0.0019200001,0.606,1.108
AIO,AllianzGI Artificial Intelligen,,,,,,-2.46,,,,,,,0.0,0.0,,,0.098500006,,,,,,,
AIP,"Arteris, Inc.",Technology,Semiconductors,2.0,8,,-0.92,-0.37,,-19.189188,,0.747,9.504685,-0.60572,-0.63986,,-0.006,,0.0,,17.901,-0.18507,-0.91075,1.476,1.61
AIR,AAR Corp.,Industrials,Aerospace & Defense,2.0,6,1.615171,2.53,4.24,23.944666,14.287737,,32.003,1.8929477,0.08525,0.04532,0.011,0.162,,0.0,,30.043,0.0521,0.084180005,1.148,3.123
AIRC,Apartment Income REIT Corp.,Real Estate,REIT—Residential,2.2,3,0.879386,3.34,0.07,10.32036,492.4286,,13.386,2.5750785,0.61307997,0.38257,,0.17,0.052399997,0.8738,4.2,164.135,0.01343,0.15069,0.298,0.419
AIRG,"Airgain, Inc.",Technology,Communication Equipment,2.2,,0.915136,-0.87,0.2,,24.0,13.69,3.68,1.3043479,-0.07041,-0.12024,,-0.062,,0.0,,5.77,-0.09521,-0.22179002,1.687,2.27
AIRI,Air Industries Group,Industrials,Aerospace & Defense,2.0,,0.899896,-0.33,0.26,,11.865385,,5.185,0.59498554,0.043730002,-0.02021,,-0.099,,0.0,,169.303,-0.00226,-0.06287,0.426,1.788
AIRS,"AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities,2.2,8,,-0.25,0.2,,42.5,2.33,1.327,6.4054255,0.04452,-0.07997,,0.159,,0.0,,150.843,-0.00215,-0.1696,0.652,0.831
AIRT,"Air T, Inc.",Industrials,Integrated Freight & Logistics,,,0.971943,-4.25,,,,,4.224,4.971591,0.00113,-0.04971,,0.446,,0.0,,535.264,-0.01222,-0.37912,0.537,1.813
AIRTP,"Air T, Inc. - Trust Preferred S",Industrials,Integrated Freight & Logistics,,,0.971943,0.336,,69.34524,,,4.224,5.5160985,0.00113,-0.04971,,0.446,0.0875,,,535.264,-0.01222,-0.37912,0.537,1.813
AIT,Applied Industrial Technologies,Industrials,Industrial Distribution,1.7,5,1.211291,8.51,8.65,16.79436,16.522543,1.39,35.718,4.001344,0.11748,0.0773,0.411,0.154,0.0099,0.161,1.63,45.066,0.11368,0.26916,1.888,3.135
AIU,Meta Data Limited,Consumer Defensive,Education & Training Services,3.0,,0.287495,-3.15,7.5,,0.14145333,0.14,-1.491,,0.0,0.0,,,,0.0,,,0.58637,,0.531,0.531
AIV,Apartment Investment and Manage,Real Estate,REIT—Residential,3.0,4,1.456635,0.37,0.26,22.351353,31.807695,,3.675,2.2503402,0.41291,0.3171,,-0.116,,0.0,,156.422,0.00262,0.10937,2.622,3.482
AIXI,XIAO-I Corporation,Technology,Software—Application,,,,-0.1,,,,,-0.089,,-0.063439995,-0.12241,,0.494,,0.0,,,-0.03637,,0.813,0.92
AIZ,"Assurant, Inc.",Financial Services,Insurance—Specialty,1.7,2,0.547627,4.52,13.9,31.65708,10.294245,0.85,84.628,1.6908115,0.076799996,0.03265,2.053,0.088,0.0197,0.431,2.0,47.468,0.012150001,0.077199996,0.157,0.418
AIZN,"Assurant, Inc. 5.25% Subordinat",,,,,,,,,,,,,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,1.9,6,0.704537,5.38,10.03,40.990704,21.98704,2.06,48.239,4.5716124,0.287,0.12588,-0.195,0.173,0.01,0.4141,1.53,71.514,0.025220001,0.11545,0.133,1.035
AJX,Great Ajax Corp.,Real Estate,REIT—Mortgage,2.4,8,1.773467,-1.73,0.6,,11.3,,11.857,0.5718141,0.0,-1.9190401,,-0.286,0.1178,,9.97,339.942,-0.02315,-0.09197,1.845,1.891
AJXA,Great Ajax Corp. 7.25% Converti,,,,,,,,16.940042,,,,,,,,,,,,,,,,
AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Internet Retail,2.6,9,,-1.51,0.05,,11.205999,-1.13,1.824,0.307182,0.02471,-0.32158002,,-0.188,,0.0,,74.471,-0.00638,-0.53359,0.443,2.227
AKAM,"Akamai Technologies, Inc.",Technology,Software—Infrastructure,2.7,7,0.781087,3.09,6.31,30.728155,15.047544,2.06,27.309,3.4768755,0.30913,0.13432,-0.244,0.013,,0.0,,77.367,0.05343,0.115059994,1.743,2.03
AKAN,Akanda Corp.,Healthcare,Drug Manufacturers—Specialty & Generic,,,,-2.63,,,,,7.766,0.077955194,0.0,0.0,,,,0.0,,14.497,-0.52946997,-0.66686994,0.185,0.409
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,2.5,8,0.769657,-0.35,-0.16,,-9.75,,-0.077,,0.12323,-0.20794001,,-0.35,,0.0,,,-0.00658,-9.58143,0.901,1.455
